1831,मदन,1.1.25.1.1,पुं.,स्वर्गवर्गः,कामदेवः,,देवः,विष्णुः,,,,,,देवता,,
1841,मन्मथ,1.1.25.1.2,पुं.,स्वर्गवर्गः,कामदेवः,,देवः,विष्णुः,,,,,,देवता,,
1851,मार,1.1.25.1.3,पुं.,स्वर्गवर्गः,कामदेवः,,देवः,विष्णुः,,,,,,देवता,,
1861,प्रद्युम्न,1.1.25.1.4,पुं.,स्वर्गवर्गः,कामदेवः,,देवः,विष्णुः,,,,,,देवता,,
1871,मीनकेतन,1.1.25.1.5,पुं.,स्वर्गवर्गः,कामदेवः,,देवः,विष्णुः,,,,,,देवता,,
1881,कन्दर्प,1.1.25.2.1,पुं.,स्वर्गवर्गः,कामदेवः,,देवः,विष्णुः,,,,,,देवता,,
1891,दर्पक,1.1.25.2.2,पुं.,स्वर्गवर्गः,कामदेवः,,देवः,विष्णुः,,,,,,देवता,,
1901,अनङ्ग,1.1.25.2.3,पुं.,स्वर्गवर्गः,कामदेवः,,देवः,विष्णुः,,,,,,देवता,,
1911,काम,1.1.25.2.4,पुं.,स्वर्गवर्गः,कामदेवः,,देवः,विष्णुः,,,,,,देवता,,
1921,पञ्चशर,1.1.25.2.5,पुं.,स्वर्गवर्गः,कामदेवः,,देवः,विष्णुः,,,,,,देवता,,
1931,स्मर,1.1.25.2.6,पुं.,स्वर्गवर्गः,कामदेवः,,देवः,विष्णुः,,,,,,देवता,,
1941,शम्बरारि,1.1.26.1.1,पुं.,स्वर्गवर्गः,कामदेवः,,देवः,विष्णुः,,,,,,देवता,,
1942,सम्बरारि,1.1.26.1.1.2,पुं.,स्वर्गवर्गः,कामदेवः,,देवः,विष्णुः,,,,,,देवता,,
1951,मनसिज,1.1.26.1.2,पुं.,स्वर्गवर्गः,कामदेवः,,देवः,विष्णुः,,,,,,देवता,,
1961,कुसुमेषु,1.1.26.1.3,पुं.,स्वर्गवर्गः,कामदेवः,,देवः,विष्णुः,,,,,,देवता,,
