2941,त्रिपुरान्तक,1.1.33.2.5,स्वर्गवर्गः,शिवः,shiva
2951,गङ्गाधर,1.1.34.1.1,स्वर्गवर्गः,शिवः,shiva
2961,अन्धकरिपु,1.1.34.1.2,स्वर्गवर्गः,शिवः,shiva
2971,क्रतुध्वंसिन्,1.1.34.1.3,स्वर्गवर्गः,शिवः,shiva
2981,वृषध्वज,1.1.34.1.4,स्वर्गवर्गः,शिवः,shiva
2991,व्योमकेश,1.1.34.2.1,स्वर्गवर्गः,शिवः,shiva
3001,भव,1.1.34.2.2,स्वर्गवर्गः,शिवः,shiva
3011,भीम,1.1.34.2.3,स्वर्गवर्गः,शिवः,shiva
3021,स्थाणु,1.1.34.2.4,स्वर्गवर्गः,शिवः,shiva
3031,रुद्र,1.1.34.2.5,स्वर्गवर्गः,शिवः,shiva
3041,उमापति,1.1.34.2.6,स्वर्गवर्गः,शिवः,shiva
3051,अहिर्बुध्न्य,1.1.34.3.1,स्वर्गवर्गः,शिवः,shiva
3061,अष्टमूर्ति,1.1.34.3.2,स्वर्गवर्गः,शिवः,shiva
3071,गजारि,1.1.34.3.3,स्वर्गवर्गः,शिवः,shiva
3081,महानट,1.1.34.3.4,स्वर्गवर्गः,शिवः,shiva
3091,कपर्द,1.1.35.1.1,स्वर्गवर्गः,शिवस्य_जटाबन्धः,shiva's braided hair
3101,जटाजूट,1.1.35.1.2,स्वर्गवर्गः,शिवस्य_जटाबन्धः,shiva's braided hair
3111,पिनाक,1.1.35.1.3,स्वर्गवर्गः,शिवधनुः,shiva's bow
3121,अजगव,1.1.35.1.4,स्वर्गवर्गः,शिवधनुः,shiva's bow
3131,प्रमथ,1.1.35.2.1,स्वर्गवर्गः,शिवानुचरः,shiva's attendants
3141,पारिषद,1.1.35.2.2,स्वर्गवर्गः,शिवानुचरः,shiva's attendants
3151,ब्राह्मी,1.1.35.3.1,स्वर्गवर्गः,शक्तिदेवता,shakti
3161,माहेश्वरी,1.1.35.3.2,स्वर्गवर्गः,शक्तिदेवता,shakti
